,StartDate,EndDate,ResponseId,MTurkID,X1.lk_1,X1.lk_2,X1.prior_1,X1.prior_3,X1.post_1,X1.post_2,X2.prior_1,X2.prior_3,X2.post_1,X2.post_2,X2.lk_1,X2.lk_2,X7.lk_1,X7.lk_2,X7.prior_1,X7.prior_3,X7.post_1,X7.post_2,X8.prior_1,X8.prior_3,X8.post_1,X8.post_2,X8.lk_1,X8.lk_2,X13.lk_1,X13.lk_2,X13.prior_1,X13.prior_3,X13.post_1,X13.post_2,X14.prior_1,X14.prior_3,X14.post_1,X14.post_2,X14.lk_1,X14.lk_2,X19.lk_1,X19.lk_2,X19.prior_1,X19.prior_3,X19.post_1,X19.post_2,X20.prior_1,X20.prior_3,X20.post_1,X20.post_2,X20.lk_1,X20.lk_2,c1.self,c1.intel,c1.acc,c1.fair,c1.just,c1.free,c2.self,c2.intel,c2.acc,c2.fair,c2.just,c2.free,gender,educ,bmonth,byear,politicalid,lookup,comments,condition,attr.cond
115,6/4/17 14:58,6/4/17 15:12,R_3emADLlVdob3yzi,AHDLFV9OCM08Q,,,,,,,50,50,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,I think they are ignorant,2,10,8,1984,4,1,It was fun,2,2
116,6/4/17 15:00,6/4/17 15:12,R_3kqcpKNC3uOE0Ba,A2M45SCZ6QTH47,,,,,,,,,,,,,100,8,99,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,2,Person X is probably a misogynist and not very intelligent. ,2,5,5,1989,4,1,great survey!,7,2
117,6/4/17 15:00,6/4/17 15:12,R_3MSUDQynuFawG6q,A3N46QXET3UPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,100,0,100,0,2,6,5,5,5,they think all doctors are male and  that very few doctors are female.,,,,,,,1,7,8,1972,4,1,interesting survery. hats off,20,1
118,6/4/17 15:00,6/4/17 15:12,R_2QxqvzsRKQU0Icm, COPIEDA1M7N00OQ8K5XQ,,,,,,,,,,,,,,,,,,,,,,,,,63,42,30,70,20,80,,,,,,,,,,,,,,,,,,,2,1,3,1,1,They're dumb and unintelligent. ,,,,,,,2,9,10,1996,4,1,,13,1
119,6/4/17 14:58,6/4/17 15:12,R_3hEZyTSpyrp9tqv,AL5HBAJ3ZCNSD,,,,,,,,,,,,,,,,,,,95,5,5,95,100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,I'm not going to let one statement from a person form my impression of said person.,1,7,5,1984,4,1,I hope those trivia facts were true.,8,2
120,6/4/17 15:06,6/4/17 15:13,R_3ktT652syoY22Gp,AHE4MUOZASBLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,44,63,,,,,,,,,,,,,,,,,,,1,5,6,5,5,the woman is LESS likely to be a doctor than the man,2,9,2,1989,5,2,,14,2
121,6/4/17 15:00,6/4/17 15:13,R_2RQirEZg2lOA99h,A3L7HU68XFLWDO,91,64,90,10,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,3,He does not believe woman and men are equals. Working in the medical field I know that no one can perform surgery unless they are a doctor and I think the typical person knows this information as well. ,,,,,,,2,5,8,1995,2,1,,1,1
122,6/4/17 15:05,6/4/17 15:13,R_1geAfVHmsfnGjr4,A1RUURPQJ14A8X,,,,,,,,,,,,,75,90,95,5,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,6,6,He's probably a pretty similar person to me. ,2,4,6,1991,4,1,,7,2
123,6/4/17 15:03,6/4/17 15:13,R_BYvjfH3nRgbhnt7,A1B6FWCL7KP4GM,100,0,70,30,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,4,They believe that men are supperior to women when it comes to certain jobs.,2,5,10,1991,4,1,it was fun,1,2
124,6/4/17 15:03,6/4/17 15:13,R_2YQv688DACOxXGO,A2VRI1EMQQ391B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4,5,95,95,5,,,,,,,,,,,,,3,7,7,7,4,They made a statistical probablility statement based on the ratio of male to female surgeons,2,5,8,1988,4,1,Na,19,2
125,6/4/17 15:04,6/4/17 15:13,R_32X5nfeL8W4r136,A1T56P6L5730HG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,75,50,50,51,51,,,,,,,2,4,4,4,3,pretty typical about the thought pattern of most people because its is true you think of men first before woman being a doctor,2,6,10,1972,6,1,no,20,2
126,6/4/17 15:00,6/4/17 15:13,R_1JCLQp3GYY2mZs2,ANFW1BSRB619C,65,10,92,8,92,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,4,I'm suspicious as to why this person thought to bring thing up and immediately like them less than I would. There is a good chance they know the actual statistics though and I would like to hear them.,1,5,12,1987,7,1,,1,2
127,6/4/17 14:56,6/4/17 15:13,R_3CDh99Eyuo2XLCU,A287LH850AXY8G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1,5,95,95,5,,,,,,,2,1,2,2,4,"Misogynist, uninformed, chauvinist.",,,,,,,1,5,9,1966,7,1,,19,1
128,6/4/17 15:00,6/4/17 15:13,R_1jJoPcRcaQkaiq1,A7M9ACE4Z9EE3,,,,,,,,,,,,,77,2,75,25,25,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,probably a man,,,,,,,2,9,9,1982,4,1,,7,1
129,6/4/17 15:03,6/4/17 15:13,R_3haJxdhTT0lhiJd,A3RURMHDEQEYST,,,,,,,,,,,,,90,60,75,25,20,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,I think it is unfair to assume that the doctor is a man because in the medical field you pretty much see the same amount from each gender.,,,,,,,2,5,9,1969,1,1,,7,1
130,6/4/17 15:02,6/4/17 15:13,R_1i1Zq25PlkpqGw4,A31UF8SXDRL7NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,50,50,100,0,,,,,,,,,,,,,2,3,3,3,3,They think women are less capable,2,4,8,1969,5,1,no,19,2
131,6/4/17 15:03,6/4/17 15:14,R_2Y9c4i2OerxpIsp,A2DFKPLWP01UF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,20,80,66,75,,,,,,,,,,,,,3,5,4,5,5,The impression that doctor is stereotypical men.,,,,,,,1,9,9,1986,4,1,,14,1
132,6/4/17 14:58,6/4/17 15:14,R_1pSQ8ZpaAf1SRWc,A1859VUAAPVNWX,,,,,,,,,,,,,,,,,,,,,,,,,100,10,20,80,5,95,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,3,"I think person X may have traditional views of gender roles. These days, a similar number of men and women are doctors. However, I am not sure whether this holds for all medical specialties, including surgery. So person X could just be more informed than me.",1,13,5,1983,5,1,,13,2
133,6/4/17 15:04,6/4/17 15:14,R_3rGRTVdnA0OoaHY,AL2S45JAIGEUL,,,,,,,90,10,90,10,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,1,5,That they are somewhat gender bias.  Both women and men are capable of being able to complete surgery.  I personally know multiple women as doctors.  ,1,5,2,1984,2,1,,2,2
134,6/4/17 15:00,6/4/17 15:15,R_2Xgj7ucZe9xU2ZZ,A218GWCH6XXPZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,100,0,0,2,4,4,4,4,No impression really.,,,,,,,1,5,11,1967,3,1,,20,1
135,6/4/17 15:05,6/4/17 15:15,R_1n9L2WvdTjSY2Pd,A1B5KIQ8JLR2F7,,,,,,,,,,,,,,,,,,,95,5,90,10,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,6,6,"I think they are average because thats a pre-built in biased society did, not necessarily Person X",,6,6,1981,5,1,,8,2
136,6/4/17 15:07,6/4/17 15:15,R_1r1AJUnTBHoV7Kc,A108W7J8TZMI8G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,10,20,80,80,20,,,,,,,2,1,1,4,1,That they either didn't think about it or they don't like women. ,,,,,,,2,5,10,1984,6,1,,19,1
137,6/4/17 15:02,6/4/17 15:15,R_25YPA7IPEdx8Q50,AGUF6B4Q991D,,,,,,,,,,,,,,,,,,,75,25,10,90,100,6,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,4,Person X is likely a male who is used to seeing the world through generalities more than specific facts.,,,,,,,1,7,10,1988,5,1,Nope,8,1
138,6/4/17 15:09,6/4/17 15:15,R_XYXyzhyqYtXUR0J,A2Z7W25ZQ8PENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,20,80,85,18,,,,,,,,,,,,,2,4,4,3,5,"Men are viewed as surgeons more than women are, so I understand the impression.  It's just hard for us to get past seeing men in powerful roles.",,,,,,,2,5,1,1983,5,1,,14,1
139,6/4/17 14:59,6/4/17 15:16,R_Q0yfiL3fO148flv,A1PL0IDUBPAPQT,100,0,90,10,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,5,4,I think person X made a fair assumption given the dynamics of work environments as a whole. But I feel pretty sure that there are about just as many female doctors as there are male doctors. I could be wrong but thats my gut feeling. I think his assumption is kinda accurate only because male doctors historically have been accepted more by society. In a certain time in the past females wernt even allowed to learn how to read much less practice medicine. ,,,,,,,1,5,11,1991,6,1,"Nothing in particular I think ""movie"" may be misspelled in one of the questions. I'm also about to google the cloud thing. I didn't know they were that heavy. I guess it kinda makes since especially considering how much area they cover. ",1,1
140,6/4/17 14:56,6/4/17 15:16,R_2V1oybFo0albILC,A1IXH2QLUU5BKZ,,,,,,,,,,,,,100,40,70,30,30,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,3,"I think the person may be a bit stereotypical. I think it's kind of a blanket statement for a stereotype that people think is real, but it may not be that factual when it comes down to it.",,,,,,,1,4,10,1989,6,1,,7,1
141,6/4/17 14:52,6/4/17 15:16,R_2YkRt6HWI0vVQWC,A2O76FE5NQWOC8,95,2,95,5,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,5,4,"I think they are unaware that if the woman is completing surgery, she's just as likely to be a doctor",,,,,,,2,9,3,1985,3,1,No,1,1
142,6/4/17 15:04,6/4/17 15:16,R_21ENEIVyPQB1hA9,A4PX8Q3GZO8B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,0,100,100,0,,,,,,,,,,,,,2,2,1,1,1,This person is an idiot,,,,,,,2,7,11,1961,,1,These were more interesting questions than many of the surveys I have taken and quite enjoyable,14,1
143,6/4/17 14:59,6/4/17 15:16,R_1dFRrOnNs5ojmuN,A3P1BY9MS03YSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8,10,90,100,0,,,,,,,,,,,,,3,3,5,3,5,Slightly bias but perhaps factually correct.,1,5,4,1971,2,2,Well done,19,2
144,6/4/17 14:57,6/4/17 15:17,R_ZJDVidmnGwDQIMN,A7RTY1RMAVPQZ,,,,,,,87,13,99,1,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,"""person X"", simply ignorant & ill-informed by making presumptions",,,,,,,1,5,6,1957,1,1,,2,1
145,6/4/17 15:08,6/4/17 15:17,R_1q5367kOa1mf00R,A1BABC5W6ZFGEO,,,,,,,70,30,90,10,100,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,He is old and think medicine is a male dominated field,,,,,,,2,7,2,1985,7,1,,2,1
146,6/4/17 15:02,6/4/17 15:17,R_RXix4DEFDnsGrxn,AY9D4KIP85QGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,24,30,70,80,20,,,,,,,,,,,,,2,3,2,2,2,sexist,2,6,4,1991,5,1,,19,2
147,6/4/17 15:02,6/4/17 15:18,R_2y3LsZTmxfT7z91,A1XNILA2HHXNKP,,,,,,,65,35,80,20,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,4,5,fairly neutral. the answer could easily be either one. ,2,5,6,1982,5,1,none that i can think of. it was a fun survey ^.^,2,2
148,6/4/17 15:10,6/4/17 15:18,R_2U9IGG2pW9Q7WR0,A31SFPOJ21LTUS,69,29,90,10,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,That person is misogynistic. ,1,7,12,1997,6,1,nope.,1,2
149,6/4/17 14:59,6/4/17 15:18,R_2wnNa5iaF3oYd9v,A3JU9H8VKPA3Q3,,,,,,,,,,,,,,,,,,,80,20,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,Person X is uniformed and may have a sexual bias against women,,,,,,,1,9,4,1982,5,1,"None, Thank You",8,1
150,6/4/17 15:06,6/4/17 15:18,R_3I4RbXTyXltLtrn,AITNHVHINS6HY,,,,,,,,,,,,,,,,,,,75,25,5,95,100,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,"Person X appears to be assuming that a woman is less likely to be a doctor. There may be more men in the profession, but the only person that could perform surgery would  be a doctor, regardless of gender.",,,,,,,2,11,9,1965,5,1,,8,1
151,6/4/17 15:09,6/4/17 15:18,R_2CN7ip2Emv9bmYn,ADNQBINCF8HGN,,,,,,,70,30,90,10,93,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,4,THEY MAKE STATEMENTS WITH VERY LITTLE FACT TO BACK IT UP,2,7,5,1981,1,1,Thanks!,2,2
152,6/4/17 15:08,6/4/17 15:18,R_aaZQhD3O2z9JmMh,A1LFDSUUQM1ZDK,,,,,,,,,,,,,100,0,75,25,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,1,That the are a older man ,,,,,,,1,7,12,1976,3,1,,7,1
153,6/4/17 15:05,6/4/17 15:18,R_31iPZ63EF0JoxiY,A175PJR0W3LO8I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,99,1,100,1,,,,,,,3,4,5,4,4,"It is a general perception or understanding that people in society have as a whole; there are probably less female surgeons than men, so it is more likely that the man performed the surgery.",1,8,12,1982,5,1,"I knew some of the trivia answers, so I didn't find them interesting. ",20,2
154,6/4/17 15:13,6/4/17 15:18,R_PXQwHidzCHriARH,A3PC7DYXJW4I2Z,88,39,85,15,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,3,This person is a stereotypical white male.,1,7,3,1995,2,1,,1,2
155,6/4/17 15:13,6/4/17 15:18,R_3ilr46LaWPWoti8,A3ODVV1SM7DCXN,95,6,90,10,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,5,5,a little mysogonistic,1,7,11,1993,4,1,no,1,2
156,6/4/17 15:10,6/4/17 15:19,R_uz9Mifvs1sp21oZ,A2Z2RLH95VV3O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,20,80,80,20,,,,,,,,,,,,,,,,,,,2,4,5,4,5,He is sexist.,1,5,4,1990,6,1,It was different for the most part.,14,2
157,6/4/17 14:54,6/4/17 15:19,R_2xWWiO1dARO6pg6,AG8M716PRG4NL,100,8,80,20,80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,4,person x is not very smart because a woman can't perform surgery unless she is a doctor. so saying that even though they BOTH performed surgery but the man is more likely to be a doctor is the statement of a person of low intelligence.,,,,,,,2,4,12,1963,6,1,thank you.,1,1
158,6/4/17 15:13,6/4/17 15:19,R_1jplFiCt4tqJgzD,A2IQEJT7WE5PZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,90,10,99,11,,,,,,,,,,,,,,,,,,,2,2,2,3,4,Kind of not up to date with the times,1,7,12,1987,3,1,,14,2
159,6/4/17 15:02,6/4/17 15:19,R_31GGZS4A9g4uy61,A2PWYWLB0TNVRU,,,,,,,,,,,,,,,,,,,,,,,,,100,3,40,60,50,50,,,,,,,,,,,,,,,,,,,2,4,2,2,2,I would say that person X is misinforemed or possibly sexist.,,,,,,,2,9,3,1971,6,1,,13,1
160,6/4/17 15:05,6/4/17 15:19,R_2UW8GxMwezcdkge,ANYBAMBCCQV8Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,20,30,70,80,20,,,,,,,,,,,,,2,3,3,2,2,"I believe it's a little closed-minded. Also, it may be an elderly person, in which in their ""time"" might be pretty accurate.",2,7,1,1983,4,1,It would be cool if you gave the answers to the questions at the end so we could see how close our guesses are.,19,2
161,6/4/17 14:55,6/4/17 15:19,R_W7OpXPzSKbq1Xnr,A2SN711MIEQHFJ,,,,,,,,,,,,,50,10,80,20,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,"I think person X is just choosing what they believe to be true based on his own experiences.
",,,,,,,1,3,4,1986,7,1,"in the movie theater question your had a typo spelling movie as move and in the follow up to it 
another typo spelling five as give. other than that the survey was easy to understand and worked well.",7,1
162,6/4/17 15:03,6/4/17 15:19,R_3m3jElaKTLzTWVs,A31OBEJWN3ETU8,100,0,75,25,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,PERSON X IS PREDJUDICED AND MYSOGINISTIC.,,,,,,,2,5,7,1965,1,1,,1,1
163,6/4/17 15:08,6/4/17 15:19,R_2WMbGkqFw4BKmSw,A3F92KDUEX755F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,85,15,85,15,,,,,,,2,4,3,3,4,That they assuming its a man because the job is of higher status.,2,6,4,1989,3,2,No.,20,2
164,6/4/17 15:11,6/4/17 15:20,R_2PiDJPnlBknkOAe,A1ZVJG3BKYHJWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,60,40,100,51,,,,,,,2,5,2,2,2,they believe men are more capable than women,2,6,8,1955,6,1,no,20,2
165,6/4/17 15:14,6/4/17 15:20,R_27qyARrXe4Q2DC5,A2GRSJHXTR7JQR,,,,,,,,,,,,,,,,,,,70,30,10,90,100,5,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,"That they may be sexist to think that the woman, despite performing surgery, is not necessarily a doctor.",,,,,,,2,7,5,1986,7,1,This survey was very engaging and interesting! Thank you for the opportunity!,8,1
166,6/4/17 15:13,6/4/17 15:20,R_1oGuvjRRYhNJrwU,A265ZA1Q2R2TGT,,,,,,,,,,,,,,,,,,,,,,,,,95,21,15,85,33,67,,,,,,,,,,,,,,,,,,,3,5,6,6,6,I think he is logical as this is a fair assertion ,,,,,,,1,7,9,1994,3,1,,13,1
167,6/4/17 15:07,6/4/17 15:20,R_1IinlHz51RDXA23,A2PH8K7G8S1WK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,95,5,100,5,2,1,1,2,2,"Older, less educated person.",,,,,,,1,12,12,1955,2,1,Didn't know and M&M's.  Great trivia.  Now I have to look up correct answer.  Fun survey.,20,1
168,6/4/17 15:12,6/4/17 15:20,R_qRe2E4LsFgGJf6F,A30PPBWVOPTX78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,95,50,50,30,10,,,,,,,2,1,2,3,2,"I think this person is, like most people, well-versed in societal norms like gender conformity in the workplace. They cannot really be faulted if they have not been taught or exposed to anything else since the media and those around us constantly reinforce such ideas. ",2,5,9,1995,7,1,,20,2
169,6/4/17 15:11,6/4/17 15:20,R_31nJlwtUwvcuSSc,A30MUATECVKL00,100,20,60,40,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,4,1,Possibly sexist. ,,,,,,,1,8,12,1990,6,1,,1,1
170,6/4/17 14:54,6/4/17 15:20,R_2zpDR489LZRCZ36,AMYBQB26974QB,98,1,85,15,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,5,5,I think Person X might've made that statement because there are more male than female doctors. It could have also been a sexist statement but there is not enough information to tell the difference and therefor I can't really judge Person X. ,,,,,,,2,6,11,1987,6,1,I learned some interesting facts!,1,1
171,6/4/17 15:12,6/4/17 15:20,R_1inBUa1Hr2egA5J,A2R794P3E8X0MK,,,,,,,70,30,99,1,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,7,6,They are likely speaking from their own experience or they could be just making up something because they wanted to sound smart.  ,2,6,2,1977,3,1,,2,2
172,6/4/17 15:09,6/4/17 15:20,R_1DnDXaelfYHS5bU, AC5P5DH14XBVY,,,,,,,,,,,,,,,,,,,,,,,,,100,0,1,99,1,99,,,,,,,,,,,,,,,,,,,2,2,6,1,4,"It's slightly sexist, but often times true.",,,,,,,2,7,1,1979,4,1,Very interesting survey. Thank you.,13,1
173,6/4/17 15:12,6/4/17 15:21,R_1DqJsFAgtOeWS2F,AFDC9A6Z60W2Z,,,,,,,70,30,95,5,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,4,that they lack logic,,,,,,,1,5,8,1971,6,1,,2,1
174,6/4/17 15:13,6/4/17 15:21,R_24OUw4JO9sEt0JC,A2OR95QZT4H80T,,,,,,,,,,,,,100,0,75,25,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,My impression of this person is neutral.  I assume the statement was made due to this person having some additional knowledge that I don't possess currently.,,,,,,,1,9,6,1985,3,1,Thank you!  This was more fun than an average survey.,7,1
175,6/4/17 15:14,6/4/17 15:21,R_3hDxUPLrROsY4VS,A1XNBZ3B2WOCRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,20,80,95,0,,,,,,,,,,,,,3,7,7,4,7,He's basing his opinion on statistics and factual information. ,,,,,,,1,4,12,1994,1,1,,14,1
176,6/4/17 15:03,6/4/17 15:21,R_1EhYeZsPnYHfDMn,A3ZDP58DV0NMT,,,,,,,90,10,95,5,95,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,7,7,6,Gave a very true observation.,2,5,1,1960,,1,no thanks,2,2
177,6/4/17 15:08,6/4/17 15:21,R_wOiEm92gbCJ3FJf,A2QPJBVVVCODJO,,,,,,,,,,,,,,,,,,,,,,,,,100,10,10,90,10,90,,,,,,,,,,,,,,,,,,,2,2,2,2,2,They are biased against women and think they aren't usually doctors.,,,,,,,2,6,3,1992,6,1,,13,1
178,6/4/17 15:10,6/4/17 15:22,R_2dEo6MRqFHxcVNP,A1276OAJ04HURQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,0,100,95,0,,,,,,,,,,,,,,,,,,,2,3,2,3,4,Person X is probably a male and he values the male gender more than the female gender.,1,7,11,1983,5,1,,14,2
179,6/4/17 15:08,6/4/17 15:22,R_3Kr3O6kqhn2tHge,AC4S7XFPFA3MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,30,70,100,0,,,,,,,2,1,1,1,1,They are sexist. ,,,,,,,2,6,8,1977,4,1,,19,1
180,6/4/17 15:08,6/4/17 15:22,R_3L7kj2W4v2v94i1,A12X19FF58CVLY,100,31,90,10,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,I think that they're prejudiced and not very smart.,1,7,5,1980,7,1,,1,2
181,6/4/17 15:14,6/4/17 15:22,R_1odNlbtLjgB7S02,A1Z2YESJ3IVAQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,18,30,70,20,80,,,,,,,,,,,,,3,6,6,5,5,He/She is an accurate judge of modern society.,1,5,10,1995,4,1,N/A,19,2
182,6/4/17 15:14,6/4/17 15:22,R_2t53ij2hsAOas8I,A3GLBBC7A04J8X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,60,100,0,91,29,2,3,2,1,2,That this person believes that men are more likely to be doctors than women. He or she seems to have a preference for men to do certain jobs.,,,,,,,2,8,2,1986,5,1,,20,1
183,6/4/17 15:08,6/4/17 15:22,R_2bIeADlNmdMLGfW,ATNTJODCTPTGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,0,100,95,95,,,,,,,,,,,,,3,6,6,5,6,I believe this person follows a stigma that more men are capable to preform a surgery than a woman.,,,,,,,1,7,2,1970,3,2,,14,1
184,6/4/17 15:11,6/4/17 15:22,R_1itehZYHJplmLmk,A1CCW1UUIF8YO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,19,20,80,65,35,,,,,,,2,3,4,2,1,"I think that they might be pretty sexist. Like, we have no proof that the woman isn't a doctor and since they both ""performed"" surgery, its actually highly reasonable to think that both the woman and man performed surgery. So, it seems pretty ignorant and short sighted to assume the man is more likely to be a doctor. They seem very ignorant, short-sighted, and sexist. ",,,,,,,2,7,1,1994,7,1,"You misspelled movies in one of the questions. It was a pretty interesting survey, I wish I knew what it was really about and could see the results :(",19,1
185,6/4/17 15:10,6/4/17 15:22,R_25B2eMDTZpno7Vh,A1XDK29Q36CZVG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,33,40,60,90,10,,,,,,,2,2,1,1,2,"Slightly sexist, possibly male",,,,,,,2,6,7,1986,6,1,,19,1
186,6/4/17 15:16,6/4/17 15:22,R_1hLtO9GfasvOxxY,A20K6K6HKICR8H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,75,50,50,83,20,2,4,5,6,6,That seems like a rational statement. Men tend to have more opportunity than women. ,,,,,,,2,7,10,1990,7,2,,20,1
187,6/4/17 15:08,6/4/17 15:23,R_1rkSvKEEqesmQFV,A2D8BKOVHPFT9M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,70,30,76,26,,,,,,,3,4,4,4,4,I'm not sure that I have enough information about him to have a generalized impression of him.,1,7,7,1992,4,1,,20,2
188,6/4/17 15:16,6/4/17 15:23,R_1exGRXHtlNCpeIi,A2YUNS032TS8DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,75,10,90,100,5,,,,,,,,,,,,,2,4,5,5,2,"Could be sexist, but could also just be person x's experience. ",,,,,,,1,7,9,1993,3,1,,14,1
189,6/4/17 15:18,6/4/17 15:23,R_RLIqdoiOshIQXe1,AFZ080T4ERBLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,36,20,80,75,25,,,,,,,3,5,6,4,5,realist,,,,,,,1,7,5,1996,5,1,,19,1
190,6/4/17 15:15,6/4/17 15:23,R_2SwQODthduN3RI0,ASDV9XYOEW28W,,,,,,,70,30,70,30,65,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,5,4,That they are sexist,1,7,1,1991,5,1,no,2,2
191,6/4/17 15:13,6/4/17 15:24,R_2X1nSklXj42gj3n,AG1G5IA3P606T,,,,,,,90,10,95,5,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,3,That person believes that more men are doctors so it is less likely a woman who preformed surgery,2,7,8,1976,5,2,,2,2
